BirthYear,Sex,LicenseYear,CarBrand,CarType,CarYear,CarEngine,EngineCap,CarValue,AssistanceYears,Accidents,NextAccident
1969,1,16.7433,9,3,2011,1464,NA,63950,9.6628,2,0
1988,0,7.4137,3,3,2007,1270,134,32500,0.0833,1,0
1975,1,22.6576,8,1,2002,1664,178,35200,10.1626,1,0
1994,0,2.9988,3,2,2011,1234,114,60150,0.4165,0,0
1972,0,12.495,3,2,2009,1158,91,46650,6.7473,2,0
1987,1,11.9952,4,2,2012,1484,121,70650,0.2499,1,0
1989,1,12.2451,5,3,2009,1432,NA,45600,3.9984,2,0
1956,0,35.0693,3,1,2013,2060,200,60800,33.4033,0,0
1972,1,14.3276,4,1,2012,1748,NA,44450,0.7497,1,0
1993,1,5.0813,6,1,2012,1932,198,53450,3.4986,1,0
1963,0,31.9039,9,3,2008,1784,166,33150,13.4946,0,0
1994,1,4.4982,9,1,2007,2124,143,34000,3.4153,1,0
1946,0,22.9908,1,3,2004,1550,95,35850,13.4946,0,0
1977,1,15.9936,3,2,2009,1520,138,47850,5.9143,0,0
1975,1,19.4089,9,2,2013,1432,102,62700,11.4121,0,0
1985,1,12.0785,9,2,2012,1506,103,47550,0.833,1,0
1979,0,15.4105,5,2,2013,1216,133,53650,12.6616,1,1
1976,1,12.2451,9,2,2011,1612,NA,52950,8.4966,0,0
1972,0,16.4101,1,1,2012,1722,335,41900,2.1658,0,0
1964,1,18.8258,4,2,2008,1220,145,33200,6.0809,3,1
1979,1,20.0753,3,2,2007,1256,125,33300,10.829,1,0
1988,1,12.7449,3,3,2005,1346,102,31900,5.4978,2,0
1991,1,5.1646,4,2,2012,1270,131,68700,3.8318,3,0
1970,0,31.0709,4,1,2009,1718,185,44650,17.4097,2,0
1964,0,31.9039,5,1,2013,1632,123,47550,22.8242,1,0
NA,0,12.7449,8,3,2010,1734,247,60500,2.499,2,1
1987,0,6.7473,2,2,2012,1484,102,44950,2.499,1,0
1988,1,5.0813,3,3,2008,2142,172,36500,0,1,0
1979,1,20.2419,4,1,2012,1768,119,41450,0.5831,1,0
1993,0,5.0813,8,4,2013,2024,268,51900,2.5823,0,1
1963,0,15.9936,2,4,2011,2230,189,66200,3.8318,2,1
1995,0,1.8326,3,3,2000,1110,84,34150,1.3328,NA,0
1975,0,5.4145,7,4,2011,1796,NA,49650,3.1654,NA,0
1967,1,16.4934,1,3,2008,1290,139,32700,9.8294,0,1
1956,0,22.9908,1,3,2013,1346,103,40050,13.2447,2,0
1991,1,6.9139,4,1,2013,1804,NA,63500,2.6656,0,0
NA,0,14.7441,1,2,2011,1674,221,61400,9.5795,NA,1
1981,0,13.1614,1,2,2007,1324,109,36100,8.9964,0,0
1979,0,13.328,1,1,2010,1810,NA,63900,1.9992,0,0
1987,1,3.4153,1,3,2007,1472,NA,34700,1.7493,1,1
1986,1,2.9155,6,4,2013,1800,145,70400,1.4994,0,0
NA,0,21.3248,1,2,2002,1612,NA,33050,7.2471,0,0
NA,1,4.6648,7,2,2011,1296,121,60400,2.2491,0,0
1982,1,5.0813,1,2,2009,1946,138,40850,0.7497,0,0
1970,1,15.1606,5,3,2005,1406,95,31800,14.994,2,1
1987,0,2.9988,5,4,2009,1994,182,46050,1.1662,0,0
1978,0,12.6616,3,4,2013,1682,119,44300,11.0789,2,0
1967,1,32.6536,9,2,2012,1538,144,62400,14.6608,0,0
1961,0,32.3204,9,2,2013,1708,188,40000,16.7433,1,0
1980,0,16.1602,2,3,2010,1672,NA,47900,7.9968,1,0
1989,0,3.332,6,4,2010,1954,201,53750,0.6664,1,0
1948,0,21.658,1,2,2012,1102,79,61300,9.163,1,0
1979,0,18.9091,3,3,2013,1446,95,65550,2.9988,1,0
1983,1,7.9968,2,3,2009,1196,75,50850,5.4145,0,0
1989,1,8.9964,9,3,2007,1320,119,33950,0.9996,3,1
1968,1,23.8238,3,3,2009,1508,91,73800,14.4109,2,1
1973,0,14.161,5,2,2007,1160,NA,35900,4.9147,1,1
1988,0,13.6612,2,1,2013,1770,198,46900,5.1646,0,0
1993,1,6.9139,7,3,2004,1408,107,32450,2.9988,2,1
1992,1,6.2475,5,3,2011,1634,123,56650,4.4982,2,0
1983,0,14.4942,2,2,2011,1568,102,44650,10.5791,3,0
1984,0,14.0777,3,1,2009,1852,287,41750,8.9131,0,0
1989,1,12.9115,3,3,2010,1522,118,68750,6.2475,2,0
1984,0,0.7497,8,4,2013,2098,130,48750,0.3332,2,0
1973,1,23.4073,4,3,2006,1408,94,36550,12.4117,NA,1
NA,1,5.2479,8,2,2013,1354,111,66150,0.9163,NA,0
1984,1,7.9968,3,2,2012,1354,109,46850,6.3308,0,0
1977,1,9.3296,4,2,2012,1634,NA,40100,4.165,0,0
1984,1,8.7465,9,3,2012,1440,131,50300,1.8326,0,0
1966,1,28.5719,2,3,2012,1706,186,51400,12.495,0,0
1975,1,15.6604,9,3,2007,1698,173,30100,4.0817,2,1
1964,0,36.9019,9,1,2008,1668,NA,33300,22.8242,2,0
1976,0,15.7437,5,3,2007,1712,NA,32500,13.4113,0,0
1992,0,9.4962,3,2,2011,1150,95,68850,6.664,2,0
1974,0,6.4141,2,4,2010,1622,172,47400,0.9163,1,1
1979,0,20.4918,6,3,2009,1502,108,55350,15.0773,1,1
1982,0,0.3332,7,3,2012,1750,NA,48200,0.0833,NA,0
1968,1,32.2371,4,2,2010,1346,111,48900,12.4117,1,0
1985,0,8.0801,2,4,2012,1880,237,44750,3.9984,1,0
1969,1,21.658,5,2,2009,1460,118,60050,12.0785,0,0
NA,0,9.5795,8,3,2010,1702,206,53300,7.497,1,0
1958,1,22.6576,4,3,2004,1568,132,36600,7.9968,0,1
1950,0,39.8174,7,4,2009,1894,140,61550,15.7437,1,0
1981,1,16.0769,4,3,2005,1358,134,32500,10.7457,2,0
1990,0,2.4157,4,1,2012,1912,146,43650,0.5831,1,0
NA,1,6.5807,2,1,2007,2060,200,37800,0.9996,0,0
1971,0,21.7413,1,3,2006,1636,NA,30200,13.4113,0,0
1961,1,20.5751,2,2,2012,1728,271,64600,10.9123,0,0
1995,0,4.6648,2,3,2011,1266,112,49450,2.6656,NA,0
1965,0,26.7393,5,3,2013,1380,132,65000,14.161,0,0
1981,1,10.829,5,3,2013,1436,103,40600,5.9976,1,0
1964,0,20.7417,9,3,1999,1514,110,36450,19.992,2,0
NA,1,4.7481,5,3,2001,1220,NA,36000,2.9988,3,0
1985,1,5.4145,9,2,2008,1174,81,34200,0.833,2,0
1986,1,12.9115,2,3,2008,1620,164,37200,11.4121,1,0
1978,0,16.9099,3,1,2013,1896,226,50450,4.2483,2,0
NA,1,7.7469,8,3,2009,1294,NA,57550,4.4149,2,0
1965,1,22.9908,8,4,2008,1702,111,34950,13.9111,0,0
1960,0,25.2399,3,3,2013,1218,114,42550,11.1622,1,0
1984,1,9.9127,2,3,2013,1838,146,61300,6.7473,1,0
1961,1,12.2451,5,1,2008,1934,143,39950,12.2451,0,0
1982,0,5.7477,4,2,2009,1380,93,45850,1.2495,0,0
1975,0,15.2439,9,4,2013,2200,121,67300,4.998,0,0
1980,1,15.3272,4,3,2012,1124,89,50100,13.7445,0,0
1985,0,5.2479,5,1,2009,1746,NA,44850,1.7493,3,0
1979,0,17.8262,4,2,2009,2066,154,59500,9.8294,0,0
1988,1,9.3296,5,2,2011,1652,187,50900,5.3312,1,1
NA,1,5.5811,4,3,2007,1294,119,34700,4.998,2,1
1993,1,7.0805,3,3,2007,1906,198,34700,2.2491,1,0
1974,1,13.1614,5,2,2008,1696,208,31600,5.4145,1,0
1991,0,8.0801,2,3,2007,1678,191,30100,0.0833,1,1
NA,1,22.7409,4,2,2003,1446,121,31000,13.9944,3,1
1983,1,9.6628,2,2,2012,1670,162,49750,2.3324,0,0
1992,1,6.9139,1,2,2009,1368,147,72200,3.2487,0,0
1990,1,9.7461,1,2,2012,1170,87,61850,5.831,0,0
1976,0,9.8294,1,1,2013,1784,317,50500,9.4129,0,0
1970,1,28.9051,3,3,2011,1436,NA,47350,19.4922,0,0
NA,1,3.4986,6,2,2013,1652,134,70300,1.9992,0,0
1957,1,33.4866,4,3,2013,1966,228,49600,2.9988,0,0
NA,1,27.7389,5,3,2006,1198,87,31900,11.5787,0,0
1995,1,2.2491,6,2,2012,1352,93,67300,0,0,0
1959,1,42.6496,3,1,2013,1674,NA,70000,26.5727,2,0
NA,0,10.9123,2,4,2013,2008,168,50350,10.7457,2,0
1970,1,28.7385,5,2,2007,1830,248,35600,14.7441,0,1
1963,1,25.4898,2,3,2012,2052,213,52200,9.8294,3,1
1979,1,8.9131,5,4,2010,1984,141,51450,5.5811,0,1
1962,1,9.163,3,2,2004,1336,98,35350,0.9996,2,0
1975,0,17.0765,7,4,2011,2062,207,49600,3.7485,4,0
1978,0,0.4998,4,2,2013,1118,78,43650,0.2499,2,0
1986,1,14.161,7,2,2013,1440,137,48550,3.6652,2,0
1955,1,36.4021,2,3,2009,1162,99,45850,9.996,3,0
1991,1,10.2459,4,2,2010,1244,109,42700,1.2495,0,0
1968,1,33.8198,1,2,2008,1298,109,30150,15.3272,1,0
1981,1,3.6652,1,2,2010,1416,101,54000,3.4153,1,0
1964,1,33.7365,5,2,2010,1178,87,42700,11.3288,0,0
1990,1,1.666,9,1,2013,2246,223,58950,1.4161,0,0
1975,1,15.7437,4,3,2010,1248,136,68900,8.9131,0,0
1990,0,7.8302,1,1,2010,2042,210,75400,3.1654,4,0
1966,1,22.9908,4,2,2009,1246,132,63050,15.9936,1,1
1985,1,2.1658,7,3,2012,1724,132,49700,0.5831,0,0
1971,0,29.7381,2,4,2011,1744,158,52850,16.4934,1,0
1975,0,15.7437,9,2,2013,1226,NA,58750,5.7477,1,0
1969,0,24.9067,1,3,2011,1448,147,50850,12.7449,NA,0
NA,0,21.9912,2,1,2013,1844,117,49900,7.4137,2,0
1983,1,2.4157,5,2,2012,1978,162,51300,0.9996,0,0
NA,1,19.5755,4,2,2007,1262,134,30250,5.9976,NA,0
1973,1,11.4121,9,3,2009,1450,NA,69100,4.0817,0,0
1978,0,21.8246,3,1,2011,1760,146,53150,13.0781,2,0
1977,0,12.7449,4,2,2008,1474,111,31400,11.4954,1,0
1962,1,26.4061,9,2,2011,1326,101,65700,4.165,0,0
1972,0,11.5787,4,4,2010,1888,NA,55000,1.4161,1,0
1972,1,23.5739,2,2,2013,1780,NA,55650,13.1614,1,0
1989,1,4.4149,9,3,2009,1138,78,50150,2.1658,NA,0
1984,1,10.1626,7,3,2011,1614,185,62900,6.9972,1,0
1993,0,5.6644,4,3,2009,1276,149,66850,3.8318,0,0
1995,1,6.5807,8,1,2013,1926,205,51800,2.6656,1,0
1979,1,12.9115,3,2,2012,1722,131,59950,2.0825,0,0
1989,0,6.9972,2,4,2011,1682,151,40950,3.5819,2,0
1988,1,1.8326,1,4,2013,1876,261,56950,0.3332,NA,0
1984,0,7.0805,1,1,2013,2178,208,44900,4.8314,3,1
1969,1,16.66,4,4,2007,2032,128,30650,5.4145,2,0
1995,0,2.7489,2,3,1998,1322,NA,37100,1.0829,NA,0
1982,1,8.5799,2,3,2005,1344,141,32600,5.7477,3,0
1993,0,1.2495,3,3,2010,1514,95,73400,0.4998,1,0
1971,0,19.3256,1,3,2003,2188,155,38300,7.0805,0,0
1971,1,18.326,1,2,2013,1346,146,60850,13.9944,2,0
1987,0,13.9111,3,1,2006,1930,174,33850,4.8314,0,0
1979,0,10.5791,9,1,2008,1760,248,36150,1.7493,0,1
NA,1,14.5775,4,2,2009,1270,NA,67700,6.2475,3,0
1993,1,5.2479,4,3,2011,1202,NA,68600,3.332,1,0
1995,0,5.0813,4,3,2011,1422,NA,61200,1.4994,2,0
NA,0,0.1666,6,1,2007,1696,211,32850,0,0,1
1986,1,9.2463,3,3,2009,1252,NA,44600,3.1654,0,0
1963,1,26.1562,8,3,2013,1514,124,74800,13.4946,4,0
1958,1,32.4037,8,3,2010,1220,102,53400,23.4906,2,1
1968,1,16.4101,4,4,2012,2164,198,78350,7.8302,1,0
1977,0,12.4117,2,1,2008,2044,142,32050,5.9143,2,0
1968,0,23.324,7,2,2010,1724,188,58050,19.8254,0,0
1959,0,31.9039,1,2,2007,1362,130,32850,10.3292,1,0
1986,0,4.3316,3,3,2003,2126,155,31600,0.9996,1,0
1989,1,5.831,2,2,2010,1378,107,62600,4.7481,0,0
1986,1,5.2479,4,2,2011,1240,130,50900,3.2487,2,0
NA,0,17.9095,1,3,2008,1216,92,37200,3.4153,0,0
1980,1,17.8262,4,3,2011,1204,94,47000,2.7489,NA,0
1973,1,15.9103,9,1,2013,1958,142,60450,11.9952,2,0
1968,1,16.4934,4,1,2011,1788,169,75850,11.8286,1,1
1990,1,6.8306,3,3,2012,1408,106,61900,2.6656,0,0
1975,0,18.1594,9,3,2007,1378,114,30750,2.9988,2,0
1985,1,15.9936,5,3,2011,1516,103,57900,1.0829,3,0
1983,0,11.662,3,1,2013,1694,179,47900,6.9139,0,1
1970,0,1.666,5,2,2012,1242,119,54500,0.9163,2,1
1981,1,4.0817,6,3,2011,1470,132,68500,1.0829,0,0
1974,0,27.5723,4,2,2011,1878,NA,66550,10.9123,1,0
1980,1,20.7417,3,2,2011,1240,140,57800,17.9095,0,0
1960,0,6.3308,1,2,2011,1164,102,76900,0.9163,1,0
NA,1,40.0673,8,3,2011,1360,128,44400,31.8206,0,0
1959,1,33.6532,9,3,2011,1344,98,49250,20.4085,1,0
1986,1,10.5791,7,3,2008,1434,143,35000,7.1638,1,0
1991,0,0.7497,1,3,2004,1236,NA,34700,0.2499,0,0
NA,0,11.1622,3,4,2004,1692,111,35900,3.8318,0,1
1994,1,5.2479,8,3,2012,2010,NA,43450,1.9992,0,1
1992,0,5.4978,8,1,2012,2316,139,52300,2.499,1,0
1980,1,13.328,9,1,2009,1908,209,54950,5.0813,NA,0
1987,1,5.3312,2,3,2008,1580,140,31950,1.666,1,0
1964,1,26.5727,2,3,2011,1720,131,64500,9.6628,0,0
1949,0,27.5723,4,2,2011,1266,92,56750,8.6632,1,0
NA,1,24.3236,4,3,2013,1112,76,47850,10.4125,NA,0
1968,1,31.3208,1,3,2010,1620,156,53950,15.9103,1,0
1981,1,13.9944,9,2,2010,1408,143,47750,5.4978,2,1
1987,0,14.0777,2,1,2011,1878,194,48200,2.499,0,0
1989,1,3.332,8,3,2011,1486,118,40350,0.9163,0,0
NA,1,12.0785,3,2,2004,1442,112,33950,3.1654,2,1
1984,1,13.7445,4,1,2010,1764,167,73450,10.4958,1,0
1979,1,19.8254,5,1,2008,1630,138,34050,12.6616,0,0
1979,0,21.8246,2,3,2008,1512,131,37000,20.6584,1,0
1983,1,17.4097,3,4,2012,2088,174,54600,7.497,NA,0
1985,1,8.5799,3,3,2007,1386,117,33300,2.0825,1,0
1972,0,5.1646,1,1,2013,1990,160,63000,3.6652,1,0
1980,1,14.4109,1,3,2012,1656,182,67100,7.9968,3,1
1990,0,5.4145,2,3,2013,1400,127,48800,2.0825,2,0
1971,1,9.8294,4,3,2012,1876,NA,56350,2.0825,0,0
1989,1,10.3292,5,3,2013,1382,92,40100,2.9155,2,0
1980,0,6.1642,6,3,2012,1498,NA,47900,5.3312,2,0
1990,0,6.9972,9,3,2010,1104,97,61600,3.0821,1,0
1984,0,11.9952,4,2,2010,1334,126,42350,5.7477,1,0
1994,1,2.6656,9,2,2013,1344,119,58700,0.5831,2,0
1964,0,11.7453,9,4,2011,1982,131,46000,4.5815,0,0
1976,0,18.5759,4,2,2009,1226,122,55250,7.8302,1,0
1985,1,10.9956,3,3,2013,1126,NA,69250,7.6636,1,0
1994,1,3.4153,8,4,2011,1630,187,64450,1.9992,0,0
1976,1,12.4117,3,2,2011,1384,95,45000,6.0809,2,0
1985,0,7.8302,8,1,2012,1886,146,57450,3.5819,3,0
1991,0,6.0809,1,4,2009,2114,136,47050,0.9163,0,1
1992,0,4.2483,6,3,2013,1758,286,44350,2.6656,1,0
NA,0,9.163,2,3,2012,1348,NA,75600,6.2475,2,0
1978,1,11.4121,9,3,2013,1298,118,53850,6.664,4,0
1990,0,1.1662,8,2,2013,1514,95,45900,0.6664,3,0
1972,1,17.9928,1,3,2008,1378,144,32500,17.9095,NA,0
1986,1,15.4105,3,1,2013,2038,112,50500,11.7453,0,1
1991,1,3.4153,7,3,2013,1290,132,72850,2.9988,0,0
1956,1,35.4025,5,3,2013,1334,136,76900,33.4033,1,0
1992,1,6.0809,3,2,2006,1868,184,35100,5.9976,NA,0
1961,1,16.5767,8,2,2011,1416,NA,43750,4.9147,1,0
1975,0,8.9131,4,1,2012,1954,NA,52800,6.5807,3,1
1970,1,14.4109,8,2,2010,1794,122,55300,4.998,0,1
1986,1,7.8302,3,3,2012,1534,99,55350,4.8314,1,0
1982,1,8.5799,5,3,2012,1376,126,54000,3.5819,1,0
1994,1,5.7477,2,2,2006,1120,87,35800,3.4153,2,0
1984,0,13.7445,2,4,2012,2068,138,47900,5.4145,2,0
1983,1,14.994,3,1,2010,1914,145,76450,8.5799,0,0
1960,0,21.3248,8,1,2012,1772,152,71950,10.9123,0,0
1985,0,5.9976,9,4,2010,2038,161,68150,1.4161,1,0
1955,0,16.3268,1,2,2007,1788,186,36950,6.0809,0,0
1968,0,19.2423,5,4,2010,1836,278,54600,8.4133,0,1
1977,1,22.6576,4,2,2004,1692,249,31700,7.5803,3,1
NA,0,20.9083,3,2,2012,1270,117,52100,19.3256,0,0
1981,0,18.326,3,2,2006,1474,134,36650,8.6632,NA,0
1983,1,16.8266,4,3,2011,1222,NA,63800,3.9984,2,0
1974,1,12.5783,3,3,2007,1528,111,31250,4.4982,2,0
1987,0,11.2455,4,3,2007,1416,124,30400,9.0797,0,0
NA,1,10.829,4,2,2011,1194,81,58250,4.0817,2,0
1961,1,22.0745,3,3,2007,1338,121,33600,17.0765,1,0
1986,0,14.5775,2,3,2010,1358,128,52300,1.0829,0,0
1989,0,4.9147,4,3,2012,1324,119,63150,1.8326,1,0
1967,1,22.2411,4,3,2013,1722,NA,78700,19.0757,1,0
1984,1,14.7441,4,2,2013,1244,129,46800,3.8318,NA,0
1975,0,13.0781,4,1,2011,1840,223,45350,6.7473,0,1
1983,1,10.829,3,2,2011,1168,84,52900,7.6636,3,0
1993,1,3.2487,5,2,2011,1888,185,66850,3.0821,1,0
1992,1,4.3316,8,3,2012,1756,142,59850,4.2483,0,0
1981,1,13.6612,3,3,2012,1268,128,59800,9.5795,2,0
1962,1,26.2395,4,3,2009,1190,80,54150,14.2443,1,0
1983,1,6.3308,3,4,2012,1662,167,45950,5.9143,0,0
1994,0,6.3308,5,4,2012,1860,196,49250,1.4161,0,0
1974,1,19.9087,8,4,2012,1772,222,61600,8.4966,2,0
1958,0,28.2387,6,3,2005,1398,99,35100,7.4137,0,0
1981,1,15.4938,4,2,2013,1482,91,79450,7.9135,1,0
NA,0,3.1654,5,1,2013,1642,150,60700,1.7493,0,0
1992,0,8.5799,5,4,2005,1726,141,32400,3.4153,1,1
1972,1,27.489,1,2,2013,1530,110,71800,4.3316,1,0
1979,1,5.9143,4,3,2010,1154,NA,76800,2.1658,3,0
1952,1,29.0717,9,3,2010,1140,78,71950,27.4057,1,0
1981,0,14.6608,5,2,2006,1600,123,30050,3.6652,0,1
1970,1,4.8314,2,1,2009,1890,158,58350,3.5819,0,0
1981,0,13.9111,8,1,2012,1850,115,63650,10.6624,4,0
1966,0,26.7393,2,2,2009,1234,108,48750,8.1634,1,0
1994,0,2.8322,7,3,2013,1650,236,47900,1.1662,0,1
1970,1,28.6552,9,2,2012,1552,114,42050,8.2467,1,0
1968,0,24.3236,2,2,2003,1818,NA,33050,17.2431,1,0
1994,1,3.9984,6,4,2007,2172,118,37000,1.1662,NA,0
1987,1,6.3308,3,3,2007,1430,99,38550,3.4986,1,1
1968,1,30.9043,4,3,2013,1140,88,44750,29.3216,0,1
NA,0,8.8298,9,4,2005,2084,165,36600,3.9151,2,0
1987,0,8.9131,4,4,2013,1722,203,47850,5.6644,0,0
NA,1,20.2419,4,2,2013,1306,123,46200,3.8318,0,1
1989,0,6.9972,3,3,2010,1796,123,71400,5.1646,1,0
1986,1,1.9992,5,2,2012,1968,154,55550,1.4994,1,0
NA,1,12.9115,4,3,2010,1538,108,59100,2.4157,0,0
1963,0,17.7429,3,1,2011,1906,154,70900,5.4978,0,0
NA,1,10.7457,5,3,2013,1552,147,44150,5.3312,2,0
1971,0,16.66,6,1,2013,1672,NA,58000,8.1634,0,0
1977,0,8.9964,1,2,2007,1162,NA,37500,4.165,1,0
1960,1,31.9872,8,3,2004,1528,143,36300,23.4073,4,0
1988,1,12.9115,2,3,2006,1310,124,30300,9.4129,1,0
1954,1,41.8166,2,2,2009,1272,92,60850,7.7469,2,0
1987,0,9.3296,4,3,2008,1900,189,31050,3.7485,0,1
1967,0,14.0777,3,4,2013,1942,NA,73150,12.1618,1,0
1973,0,19.8254,1,1,2010,1990,148,42150,13.4113,0,1
1966,1,28.4886,4,2,2013,1654,151,55450,14.9107,1,0
NA,0,10.4958,2,2,2010,1624,134,71000,10.4958,1,0
1993,1,3.4986,3,4,2010,2078,184,67150,2.499,1,0
1987,0,14.161,5,3,2008,1418,149,33650,7.1638,0,0
1986,0,12.495,7,3,2011,1472,103,41450,7.9968,NA,0
NA,1,22.9908,4,4,2013,2158,160,57700,15.4938,2,0
NA,0,8.5799,4,3,2001,1470,NA,31700,5.1646,1,0
1967,1,13.4113,4,3,2011,1664,NA,56700,6.5807,4,1
NA,0,15.1606,3,3,2010,1418,110,68000,8.2467,1,0
1976,0,17.9095,2,4,2011,1672,190,48450,14.2443,1,0
NA,0,13.9944,2,3,2013,1542,NA,44900,10.4958,1,0
1994,0,1.9992,4,3,2011,1166,88,74000,1.2495,1,1
1969,1,16.9099,2,3,2010,1792,114,67550,5.831,NA,0
1980,0,17.1598,9,2,2012,1454,130,53100,13.5779,0,0
1990,1,6.664,3,3,2007,1298,115,31450,3.6652,2,0
1971,1,30.4878,2,2,2006,1616,177,33850,23.9071,1,1
1975,0,16.0769,5,2,2011,1344,105,43500,10.9123,2,0
1975,1,16.1602,4,3,2011,1444,134,66450,9.4129,0,0
1971,0,16.9099,5,4,2008,1814,NA,34150,1.3328,0,0
1983,1,12.3284,4,3,2011,1216,101,54200,5.5811,0,0
1983,0,15.0773,2,1,2010,1778,NA,68800,10.4958,NA,0
NA,0,3.6652,1,1,2012,1944,172,44700,2.3324,1,0
NA,0,4.0817,3,2,2012,1562,125,43500,2.4157,0,0
1977,1,5.0813,1,3,2009,1332,91,58750,1.7493,NA,0
1970,0,19.6588,4,2,2006,1246,118,33350,8.8298,0,0
1973,1,21.9912,5,1,2006,1944,163,32700,11.4121,0,0
1993,1,7.2471,2,2,2011,1714,156,60050,0.833,0,0
1985,1,7.6636,3,3,2008,1326,NA,32650,4.165,1,0
1980,0,19.159,3,3,2007,1164,NA,32600,9.2463,0,0
1983,0,11.3288,7,3,2008,1680,145,32400,5.9976,0,1
1979,0,1.4161,5,2,2007,1394,NA,37150,0.6664,1,0
NA,1,3.6652,4,3,2013,1422,119,59200,0.833,1,0
1983,1,11.1622,3,2,2008,1956,142,34050,3.9151,1,1
1994,1,5.0813,3,3,2008,1252,138,39700,3.1654,1,0
1988,1,4.6648,9,4,2012,1888,126,51400,1.9159,3,0
1958,1,27.9888,4,2,2011,1358,116,74900,6.4141,2,0
1982,1,5.3312,9,3,2008,1450,111,32700,2.1658,1,0
1985,0,15.9936,9,4,2010,2212,177,56850,9.3296,0,0
1968,0,26.8226,3,2,2012,1210,93,47500,24.3236,3,1
1995,1,3.2487,4,2,2005,1720,179,30200,1.8326,1,0
1987,0,9.163,3,3,2013,1426,94,42200,2.0825,NA,0
NA,0,12.6616,9,2,2013,1614,NA,67850,5.5811,1,0
1993,0,3.7485,5,2,2010,1464,NA,40550,1.3328,0,0
1954,1,36.9019,3,3,2008,1670,114,32600,21.8246,0,1
1972,0,22.1578,1,3,2011,1884,255,79800,11.8286,NA,0
1995,1,2.4157,5,2,2011,1546,97,67650,0.5831,0,0
1992,1,3.332,4,4,2003,1914,272,32550,2.0825,0,1
1989,1,10.2459,5,2,2008,1316,130,30750,3.4153,2,0
1967,1,32.487,9,2,2010,1378,104,53450,10.829,0,0
1981,0,11.0789,9,3,2008,1352,115,30100,6.2475,2,1
1986,0,3.4986,7,3,2003,1404,96,33400,2.499,1,0
1967,1,17.8262,1,3,2007,1302,109,36050,8.9964,3,1
1981,1,14.7441,2,2,2007,1798,173,35100,1.1662,1,0
1971,1,19.992,9,3,2011,1394,95,44200,7.2471,NA,0
1981,1,2.2491,4,3,2010,1416,92,42950,0.2499,2,0
1956,1,18.7425,9,3,2009,1816,250,51950,9.6628,0,0
1988,1,7.0805,8,3,2009,1414,144,40350,1.1662,NA,0
1972,1,25.5731,2,4,2013,2238,NA,45650,6.1642,1,0
NA,1,25.4898,4,2,2006,1394,143,33900,2.0825,1,0
1979,1,19.2423,4,1,2005,1950,174,30100,5.4978,0,0
1953,1,34.3196,2,2,2002,1496,NA,30650,28.0721,3,0
1995,1,4.4149,4,2,2002,1332,131,32300,2.1658,2,0
1988,1,10.4958,3,3,1994,1396,112,36250,2.0825,0,0
NA,1,4.5815,7,1,2010,1904,158,57650,1.666,0,0
1978,0,9.0797,9,3,2012,1358,104,70100,4.6648,0,0
1980,1,12.495,4,1,2013,2376,266,49450,7.497,1,0
1990,1,6.8306,6,2,2010,1490,NA,55450,2.2491,0,0
1971,1,13.2447,5,1,2012,2144,116,66350,6.4141,1,0
1981,0,17.6596,2,3,2009,1352,102,62900,9.9127,2,0
1983,1,15.4938,9,2,2009,1466,99,44300,9.7461,0,0
NA,0,10.3292,1,2,2011,1180,93,65700,2.9988,0,0
1974,0,15.827,2,2,2013,1476,107,60200,10.4125,1,0
1961,1,12.3284,5,3,2013,1364,98,59500,2.6656,NA,0
NA,1,8.8298,5,1,2011,2096,NA,61350,6.9139,1,0
1975,1,21.4914,3,2,2013,1166,NA,40450,15.7437,0,0
1971,1,20.5751,4,3,2010,1596,127,58100,13.1614,2,0
1974,1,21.4914,3,3,2005,1326,NA,40000,14.9107,5,0
1971,1,8.5799,3,3,2006,1894,125,31750,5.0813,0,1
1975,1,13.7445,3,1,2009,1830,163,46350,4.2483,1,0
1983,1,9.7461,1,3,2012,1186,76,43350,8.0801,1,0
NA,0,9.6628,1,3,2010,1264,100,75650,2.2491,1,0
NA,0,20.9916,1,1,2012,1732,255,59700,12.1618,1,0
NA,1,8.4966,1,3,2007,1226,96,31350,0.833,1,0
1966,1,22.4077,4,3,2002,1554,92,31950,13.4113,2,1
1968,1,15.2439,1,1,2012,1978,143,50050,9.2463,0,0
1965,0,22.9908,2,1,2013,1836,222,64850,13.9111,2,0
NA,0,3.9984,7,1,2013,1770,232,67750,3.7485,1,1
1968,1,23.8238,8,3,2006,1172,100,32600,10.9956,0,0
1987,0,8.0801,2,3,2010,1324,99,54450,4.4982,2,0
1989,1,8.4133,2,1,2013,1708,126,68500,4.9147,0,0
1975,1,2.9988,1,2,2011,1282,NA,61400,0.5831,2,0
1973,1,14.7441,3,1,2012,2040,152,65800,11.9952,0,0
1991,1,2.0825,8,1,2012,2092,184,63200,0.7497,0,0
1985,1,15.2439,4,3,2007,1346,119,31700,2.5823,0,0
1980,1,18.7425,3,1,2009,1802,126,68650,14.3276,4,0
1988,0,10.9123,2,2,2001,1464,121,35600,2.4157,0,0
1991,0,8.9964,2,2,2010,1732,173,60100,7.2471,3,0
1991,0,8.1634,3,4,2013,1878,112,58500,3.6652,2,0
1973,1,20.7417,2,3,2003,1374,103,34050,17.9928,0,0
1986,0,12.9115,8,4,2013,1634,189,41350,8.0801,1,0
1987,0,4.998,5,1,2010,1976,155,46300,2.8322,1,0
